year,month,day,inflow_MG,outflow_MG,rof_temp_F,rof_EC,rof_pH,rof_turbidity,rof_TOC,rop_EC,rop_pH,rop_turbidity,rop_CO2,rop_TOC,ammonia,energy_kwh,date,month_num
2020,Jan,1,113.453,96.688,75.117,1653.91,6.9,0.105,7.407,28.873,5.493,0.057,63.544,0.039,,,2020-01-01,1.0
2020,Jan,2,112.984,96.094,75.036,1631.859,6.9,0.114,7.683,29.362,5.506,0.058,61.447,0.037,,,2020-01-02,1.0
2020,Jan,3,113.594,96.656,75.497,1707.416,6.9,0.09,7.842,30.181,5.434,0.056,72.693,0.043,,,2020-01-03,1.0
2020,Jan,4,114.141,97.125,75.286,1690.993,6.9,0.077,7.778,30.06,5.41,0.053,76.606,0.042,,,2020-01-04,1.0
2020,Jan,5,113.375,96.406,75.328,1653.706,6.9,0.081,7.973,28.544,5.404,0.055,77.625,0.04,,,2020-01-05,1.0
2020,Jan,6,111.547,94.969,75.538,1641.683,6.9,0.071,7.697,28.361,5.404,0.058,77.935,0.038,,,2020-01-06,1.0
2020,Jan,7,111.625,95.0,75.604,1738.214,6.9,0.072,7.876,30.247,5.398,0.058,78.676,0.045,,,2020-01-07,1.0
2020,Jan,8,112.641,95.813,75.326,1780.807,6.9,0.076,7.83,30.787,5.401,0.057,78.292,0.047,,,2020-01-08,1.0
2020,Jan,9,113.828,96.938,75.374,1787.676,6.9,0.074,7.674,30.585,5.405,0.056,77.688,0.042,,,2020-01-09,1.0
2020,Jan,10,117.625,99.969,75.168,1794.557,6.9,0.074,7.598,30.561,5.425,0.056,74.111,0.042,,,2020-01-10,1.0
2020,Jan,11,114.844,97.563,74.817,1756.299,6.9,0.08,7.616,29.707,5.452,0.054,69.427,0.04,,,2020-01-11,1.0
2020,Jan,12,114.031,96.844,74.868,1694.577,6.9,0.079,7.457,27.938,5.445,0.052,70.732,0.036,,,2020-01-12,1.0
2020,Jan,13,111.594,94.906,74.865,1675.442,6.9,0.082,7.588,28.243,5.453,0.056,69.523,0.036,,,2020-01-13,1.0
2020,Jan,14,111.75,95.063,74.83,1742.408,6.9,0.079,8.033,27.921,5.439,0.057,71.86,0.042,,,2020-01-14,1.0
2020,Jan,15,111.563,94.875,74.964,1752.739,6.9,0.076,7.879,28.917,5.439,0.055,71.539,0.042,,,2020-01-15,1.0
2020,Jan,16,114.219,97.156,74.941,1757.15,6.9,0.077,7.987,32.587,5.455,0.057,69.082,0.044,,,2020-01-16,1.0
2020,Jan,17,114.203,97.094,74.934,1778.907,6.9,0.077,8.124,30.861,5.447,0.06,70.301,0.044,,,2020-01-17,1.0
2020,Jan,18,112.469,95.781,74.929,1752.079,6.9,0.077,8.205,31.379,5.45,0.059,69.724,0.042,,,2020-01-18,1.0
2020,Jan,19,111.563,95.031,75.119,1680.183,6.9,0.08,7.925,29.722,5.446,0.057,70.251,0.038,,,2020-01-19,1.0
2020,Jan,20,111.453,94.938,75.105,1690.99,6.9,0.081,7.946,30.282,5.452,0.056,69.285,0.038,,,2020-01-20,1.0
2020,Jan,21,111.594,94.938,75.141,1728.122,6.9,0.076,8.293,29.831,5.446,0.055,70.379,0.044,,,2020-01-21,1.0
2020,Jan,22,110.344,93.813,75.212,1796.611,6.9,0.073,7.955,31.573,5.436,0.055,72.279,0.049,,,2020-01-22,1.0
2020,Jan,23,115.422,98.156,75.458,1780.544,6.9,0.075,7.935,32.346,5.445,0.054,70.832,0.044,,,2020-01-23,1.0
2020,Jan,24,113.406,96.406,75.444,1790.444,6.9,0.079,7.917,32.237,5.441,0.05,71.275,0.045,,,2020-01-24,1.0
2020,Jan,25,112.953,96.094,75.428,1760.126,6.9,0.08,8.009,31.759,5.442,0.042,71.156,0.047,,,2020-01-25,1.0
2020,Jan,26,112.875,95.906,74.932,1678.66,6.9,0.084,7.81,30.31,5.452,0.053,69.609,0.039,,,2020-01-26,1.0
2020,Jan,27,111.734,95.031,75.197,1610.578,6.9,0.086,7.896,29.132,5.456,0.042,69.006,0.035,,,2020-01-27,1.0
2020,Jan,28,111.656,94.875,75.497,1704.441,6.9,0.076,8.183,30.319,5.44,0.052,71.353,0.048,,,2020-01-28,1.0
2020,Jan,29,112.484,95.625,75.535,1747.727,6.9,0.079,8.067,31.637,5.436,0.057,72.125,0.045,,,2020-01-29,1.0
2020,Jan,30,112.672,95.781,75.366,1788.466,6.9,0.08,8.231,32.742,5.435,0.062,72.159,0.05,,,2020-01-30,1.0
2020,Jan,31,114.25,97.063,75.755,1799.975,6.9,0.079,7.905,34.22,5.412,0.061,76.016,0.047,,,2020-01-31,1.0
2020,Feb,1,114.094,97.094,76.0,1767.749,6.9,0.086,8.115,34.372,5.402,0.059,78.203,0.047,,,2020-02-01,2.0
2020,FEb,2,113.797,96.875,75.555,1683.231,6.9,0.093,7.934,32.925,5.411,0.052,76.201,0.042,,,2020-02-02,2.0
2020,Feb,3,111.641,95.0,74.67,1609.003,6.9,0.083,7.802,30.988,5.413,0.055,75.906,0.04,,,2020-02-03,2.0
2020,Feb,4,19.734,16.594,70.67,1679.767,6.886,0.109,8.555,57.706,6.047,0.054,28.075,0.046,,,2020-02-04,2.0
2020,Feb,5,33.984,28.844,70.81,1726.763,6.857,0.076,8.739,52.052,5.914,0.058,42.274,0.04,,,2020-02-05,2.0
2020,Feb,6,115.172,97.906,74.634,1773.508,6.9,0.085,8.139,33.99,5.387,0.06,80.9,0.041,,,2020-02-06,2.0
2020,Feb,7,117.578,100.0,75.064,1777.909,6.9,0.086,8.116,31.896,5.469,0.057,67.773,0.043,,,2020-02-07,2.0
2020,Feb,8,113.156,96.281,75.024,1716.132,6.9,0.095,8.22,30.936,5.53,0.056,58.066,0.042,,,2020-02-08,2.0
2020,Feb,9,111.922,95.094,74.436,1625.032,6.9,0.088,7.982,29.607,5.535,0.055,57.447,0.037,,,2020-02-09,2.0
2020,Feb,10,111.859,94.844,74.61,1553.813,6.9,0.07,8.108,28.585,5.535,0.055,57.26,0.037,,,2020-02-10,2.0
2020,Feb,11,111.656,94.969,75.072,1670.517,6.9,0.083,8.566,31.301,5.534,0.053,57.564,0.045,,,2020-02-11,2.0
2020,Feb,12,112.469,95.656,75.17,1746.116,6.9,0.088,8.521,32.568,5.527,0.054,58.531,0.044,,,2020-02-12,2.0
2020,Feb,13,115.797,98.531,75.234,1702.396,6.9,0.091,8.381,31.677,5.539,0.056,56.843,0.044,,,2020-02-13,2.0
2020,Feb,14,114.016,97.0,75.146,1702.662,6.9,0.093,8.402,30.996,5.512,0.049,60.534,0.041,,,2020-02-14,2.0
2020,Feb,15,114.625,97.375,75.181,1705.048,6.9,0.1,8.431,31.476,5.49,0.049,63.877,0.041,,,2020-02-15,2.0
2020,Feb,16,113.109,96.156,75.253,1633.938,6.9,0.102,8.353,30.208,5.5,0.042,62.253,0.038,,,2020-02-16,2.0
2020,Feb,17,111.813,94.969,75.227,1602.404,6.9,0.098,8.307,29.085,5.498,0.047,62.428,0.037,,,2020-02-17,2.0
2020,Feb,18,111.734,94.906,75.568,1686.219,6.9,0.098,9.053,29.635,5.484,0.038,64.447,0.049,,,2020-02-18,2.0
2020,Feb,19,110.438,93.938,75.845,1723.157,6.9,0.089,8.524,31.121,5.488,0.035,63.955,0.044,,,2020-02-19,2.0
2020,Feb,20,111.531,94.906,76.088,1701.922,6.9,0.089,8.56,30.91,5.489,0.034,63.973,0.045,,,2020-02-20,2.0
2020,Feb,21,112.906,95.938,75.989,1719.691,6.9,0.09,8.586,31.878,5.489,0.052,63.997,0.045,,,2020-02-21,2.0
2020,Feb,22,113.406,96.531,75.817,1693.477,6.9,0.086,8.316,31.174,5.48,0.061,65.088,0.043,,,2020-02-22,2.0
2020,Feb,23,111.672,94.938,75.558,1606.05,6.9,0.08,8.087,30.011,5.483,0.062,64.812,0.038,,,2020-02-23,2.0
2020,Feb,24,111.656,94.969,75.721,1570.332,6.9,0.085,8.142,29.381,5.478,0.059,65.405,0.038,,,2020-02-24,2.0
2020,Feb,25,109.313,92.813,76.009,1664.401,6.9,0.09,8.423,31.48,5.492,0.061,63.267,0.045,,,2020-02-25,2.0
2020,Feb,26,107.453,91.406,76.462,1740.167,6.9,0.123,8.694,31.94,5.486,0.061,64.314,0.047,,,2020-02-26,2.0
2020,Feb,27,106.719,90.625,76.487,1744.11,6.9,0.093,8.428,32.024,5.491,0.06,63.586,0.045,,,2020-02-27,2.0
2020,Feb,28,109.188,92.813,76.917,1764.966,6.9,0.115,8.195,32.973,5.489,0.063,63.82,0.046,,,2020-02-28,2.0
2020,Mar,1,109.594,93.168,75.542,1714.051,6.9,0.14,8.252,31.065,5.479,0.061,65.355,0.04,,,2020-03-01,3.0
2020,Mar,2,108.266,92.125,75.536,1653.656,6.9,0.118,8.183,28.861,5.488,0.06,64.026,0.04,,,2020-03-02,3.0
2020,Mar,3,109.938,93.406,76.006,1756.874,6.901,0.128,8.424,30.655,5.485,0.056,64.46,0.043,,,2020-03-03,3.0
2020,Mar,4,108.688,92.438,76.386,1777.28,6.9,0.137,8.474,32.422,5.487,0.056,64.153,0.045,,,2020-03-04,3.0
2020,Mar,5,101.125,86.063,76.604,1804.612,6.9,0.142,8.563,33.55,5.491,0.057,63.617,0.044,,,2020-03-05,3.0
2020,Mar,6,108.266,91.938,76.583,1844.31,6.9,0.113,8.87,32.948,5.469,0.053,66.871,0.043,,,2020-03-06,3.0
2020,Mar,7,109.219,92.969,76.345,1813.151,6.9,0.098,8.844,32.965,5.488,0.056,64.006,0.043,,,2020-03-07,3.0
2020,Mar,8,103.109,87.719,76.268,1706.617,6.9,0.089,8.76,30.208,5.489,0.07,63.898,0.046,,,2020-03-08,3.0
2020,Mar,9,109.109,92.781,76.223,1628.531,6.9,0.082,9.043,27.862,5.492,0.068,63.429,0.044,,,2020-03-09,3.0
2020,Mar,10,103.828,88.125,76.294,1747.211,6.901,0.081,8.851,31.942,5.505,0.061,61.37,0.048,,,2020-03-10,3.0
2020,Mar,11,111.609,94.906,76.864,1825.611,6.9,0.074,8.946,33.047,5.503,0.063,62.106,0.047,,,2020-03-11,3.0
2020,Mar,12,112.234,95.438,76.388,1771.392,6.899,0.073,8.665,31.587,5.493,0.06,63.345,0.044,,,2020-03-12,3.0
2020,Mar,13,112.734,95.938,75.171,1644.881,6.9,0.091,8.023,30.183,5.552,0.057,56.027,0.04,,,2020-03-13,3.0
2020,Mar,14,110.063,93.625,75.351,1683.952,6.9,0.101,8.107,33.632,5.596,0.055,49.981,0.039,,,2020-03-14,3.0
2020,Mar,15,107.922,91.719,75.774,1635.061,6.9,0.096,7.954,32.313,5.587,0.054,51.076,0.038,,,2020-03-15,3.0
2020,Mar,16,107.297,91.219,75.492,1641.167,6.9,0.101,8.039,32.292,5.587,0.055,51.014,0.037,,,2020-03-16,3.0
2020,Mar,17,108.594,92.375,74.982,1779.224,6.9,0.105,8.266,35.692,5.593,0.059,50.312,0.042,,,2020-03-17,3.0
2020,Mar,18,109.656,93.25,74.947,1850.27,6.9,0.112,8.476,34.442,5.577,0.058,52.261,0.043,,,2020-03-18,3.0
2020,Mar,19,106.75,90.969,75.331,1844.171,6.9,0.11,8.285,34.08,5.574,0.057,52.537,0.041,,,2020-03-19,3.0
2020,Mar,20,108.375,92.281,75.333,1828.846,6.9,0.112,8.174,32.548,5.52,0.054,59.533,0.04,,,2020-03-20,3.0
2020,Mar,21,107.734,91.719,75.566,1760.643,6.9,0.108,8.14,30.628,5.485,0.056,64.558,0.039,,,2020-03-21,3.0
2020,Mar,22,105.609,89.906,75.595,1647.88,6.9,0.11,8.14,28.341,5.496,0.056,62.997,0.037,,,2020-03-22,3.0
2020,Mar,23,111.516,94.844,74.915,1570.819,6.9,0.105,7.954,26.555,5.49,0.053,63.845,0.034,,,2020-03-23,3.0
2020,Mar,24,111.422,94.781,74.92,1666.555,6.9,0.104,7.954,28.152,5.481,0.054,64.995,0.04,,,2020-03-24,3.0
2020,Mar,25,108.734,92.531,75.169,1690.851,6.9,0.103,7.722,28.949,5.487,0.054,64.177,0.038,,,2020-03-25,3.0
2020,Mar,26,111.641,95.0,75.024,1710.048,6.9,0.105,7.833,28.471,5.478,0.054,65.738,0.037,,,2020-03-26,3.0
2020,Mar,27,111.688,95.0,74.676,1705.258,6.9,0.101,7.654,29.575,5.545,0.054,57.669,0.038,,,2020-03-27,3.0
2020,Mar,28,110.813,94.375,75.205,1673.485,6.9,0.094,7.823,30.538,5.635,0.054,45.787,0.038,,,2020-03-28,3.0
2020,Mar,29,109.703,93.344,75.315,1620.189,6.9,0.092,7.776,29.051,5.626,0.056,46.647,0.033,,,2020-03-29,3.0
2020,Mar,30,111.625,95.0,75.72,1592.146,6.9,0.089,7.873,28.437,5.632,0.056,45.962,0.033,,,2020-03-30,3.0
2020,Mar,31,110.5,93.969,76.017,1645.89,6.9,0.083,7.931,29.362,5.631,0.058,46.19,0.038,,,2020-03-31,3.0
2020,Apr,1,108.641,92.375,76.198,1667.124,6.9,0.086,7.894,30.423,5.63,0.058,46.203,0.041,,,2020-04-01,4.0
2020,Apr,2,111.656,95.0,76.123,1655.194,6.9,0.086,7.918,29.914,5.636,0.057,45.739,0.04,,,2020-04-02,4.0
2020,Apr,3,112.172,95.5,76.128,1656.298,6.9,0.084,8.0,29.84,5.528,0.056,59.179,0.04,,,2020-04-03,4.0
2020,Apr,4,111.047,94.594,76.176,1636.068,6.9,0.085,8.061,28.67,5.461,0.059,68.435,0.038,,,2020-04-04,4.0
2020,Apr,5,108.109,91.969,75.839,1591.727,6.9,0.086,8.107,27.814,5.453,0.06,69.777,0.037,,,2020-04-05,4.0
2020,Apr,6,111.469,94.906,75.227,1560.25,6.9,0.084,7.913,26.768,5.452,0.059,69.722,0.033,,,2020-04-06,4.0
2020,Apr,7,111.031,94.5,75.002,1600.838,6.9,0.084,7.756,27.454,5.449,0.056,70.199,0.037,,,2020-04-07,4.0
2020,Apr,8,112.703,95.844,74.935,1644.85,6.9,0.082,7.76,27.292,5.442,0.058,71.315,0.036,,,2020-04-08,4.0
2020,Apr,9,112.094,95.406,74.594,1678.749,6.9,0.083,8.163,27.978,5.433,0.058,72.603,0.035,,,2020-04-09,4.0
2020,Apr,10,110.453,94.094,74.012,1628.75,6.9,0.081,7.292,25.859,5.425,0.0555,73.75,0.034,,,2020-04-10,4.0
2020,Apr,11,109.047,92.813,74.701,1713.953,6.9,0.072,7.552,27.636,5.42,0.052,74.938,0.036,,,2020-04-11,4.0
2020,Apr,12,111.656,95.031,75.112,1714.29,6.9,0.076,7.5,28.819,5.417,0.046,75.6666,0.036,,,2020-04-12,4.0
2020,Apr,13,111.469,94.906,75.15,1690.618,6.9,0.078,7.344,29.23,5.433,0.039,72.804,0.033,,,2020-04-13,4.0
2020,Apr,14,111.656,95.0,76.002,1789.499,6.9,0.077,7.516,30.545,5.437,0.046,72.124,0.038,,,2020-04-14,4.0
2020,Apr,15,110.297,93.938,76.664,1834.761,6.9,0.082,7.632,31.731,5.443,0.051,70.95,0.039,,,2020-04-15,4.0
2020,Apr,16,112.203,95.438,76.473,1876.663,6.9,0.095,7.741,32.22,5.443,0.049,71.015,0.04,,,2020-04-16,4.0
2020,Apr,17,110.141,93.75,76.249,1902.262,6.9,0.091,7.629,33.746,5.395,0.044,79.325,0.039,,,2020-04-17,4.0
2020,Apr,18,108.484,92.313,76.532,1892.798,6.9,0.086,7.561,33.722,5.356,0.051,86.661,0.039,,,2020-04-18,4.0
2020,Apr,19,108.938,92.688,76.354,1829.844,6.9,0.083,7.605,32.401,5.356,0.053,87.017,0.039,,,2020-04-19,4.0
2020,Apr,20,108.063,91.938,76.337,1737.785,6.9,0.083,7.449,31.044,5.363,0.051,85.776,0.037,,,2020-04-20,4.0
2020,Apr,21,86.391,73.406,76.86,1819.122,6.9,0.083,7.639,33.181,5.361,0.048,85.697,0.043,,,2020-04-21,4.0
2020,Apr,22,71.078,60.313,77.38,1843.42,6.9,0.079,7.504,35.422,5.364,0.05,85.129,0.047,,,2020-04-22,4.0
2020,Apr,23,56.078,47.75,77.889,1853.016,6.9,0.078,7.563,36.59,5.37,0.049,83.757,0.046,,,2020-04-23,4.0
2020,Apr,24,33.656,28.813,78.367,1866.038,6.9,0.082,7.957,36.176,5.316,0.05,95.945,0.047,,,2020-04-24,4.0
2020,Apr,25,24.641,20.875,78.202,1856.952,6.899,0.082,7.937,36.321,5.23,0.048,116.085,0.048,,,2020-04-25,4.0
2020,Apr,26,20.5,17.313,77.971,1773.79,6.852,0.09,7.965,35.123,5.213,0.052,120.562,0.047,,,2020-04-26,4.0
2020,Apr,27,0.031,0.0,,,,,,,,,,,,,2020-04-27,4.0
2020,Apr,28,0.0,0.0,,,,,,,,,,,,,2020-04-28,4.0
2020,Apr,29,0.0,0.0,,,,,,,,,,,,,2020-04-29,4.0
2020,Apr,30,0.0,0.0,,,,,,,,,,,,,2020-04-30,4.0
2020,May,1,0.0,0.0,,,,,,,,,,,,,2020-05-01,5.0
2020,May,2,0.0,0.0,,,,,,,,,,,,,2020-05-02,5.0
2020,May,3,0.0,0.0,,,,,,,,,,,,,2020-05-03,5.0
2020,May,4,0.0,0.0,,,,,,,,,,,,,2020-05-04,5.0
2020,May,5,0.0,0.0,,,,,,,,,,,,,2020-05-05,5.0
2020,May,6,0.0,0.0,,,,,,,,,,,,,2020-05-06,5.0
2020,May,7,0.0,0.0,,,,,,,,,,,,,2020-05-07,5.0
2020,May,8,0.0,0.0,,,,,,,,,,,,,2020-05-08,5.0
2020,May,9,0.0,0.0,,,,,,,,,,,,,2020-05-09,5.0
2020,May,10,0.0,0.0,,,,,,,,,,,,,2020-05-10,5.0
2020,May,11,19.906,12.063,,,,,,,,,,,,,2020-05-11,5.0
2020,May,12,63.125,53.656,78.96,1781.811,6.9,0.151,7.664,37.968,5.258,0.045,108.463,0.052,,,2020-05-12,5.0
2020,May,13,89.922,76.375,79.324,1839.82,6.9,0.14,7.643,38.849,5.268,0.072,105.7754,0.05,,,2020-05-13,5.0
2020,May,14,112.922,96.094,79.655,1839.796,6.9,0.137,7.684,36.373,5.27,0.077,105.909,0.048,,,2020-05-14,5.0
2020,May,15,112.375,95.5,79.472,1820.666,6.9,0.126,7.789,35.927,5.308,0.077,97.591,0.05,,,2020-05-15,5.0
2020,May,16,111.813,95.0,79.828,1761.419,6.9,0.12,7.663,34.139,5.331,0.081,91.9,0.047,,,2020-05-16,5.0
2020,May,17,105.969,90.031,79.627,1682.092,6.9,0.12,7.441,33.523,5.34,0.084,90.511,0.043,,,2020-05-17,5.0
2020,May,18,109.844,93.375,79.195,1626.319,6.9,0.115,7.492,31.892,5.338,0.088,90.469,0.041,,,2020-05-18,5.0
2020,May,19,111.672,95.0,79.075,1781.732,6.9,0.098,7.782,34.103,5.329,0.091,92.345,0.046,,,2020-05-19,5.0
2020,May,20,110.203,93.844,79.353,1817.517,6.9,0.101,7.588,35.197,5.337,0.092,91.146,0.047,,,2020-05-20,5.0
2020,May,21,113.469,96.625,79.828,1819.908,6.899,0.103,7.436,35.148,5.45,0.092,72.397,0.045,,,2020-05-21,5.0
2020,May,22,111.734,95.094,79.641,1786.698,6.9,0.105,7.289,34.205,5.515,0.094,60.344,0.045,,,2020-05-22,5.0
2020,May,23,108.984,92.781,79.347,1736.23,6.9,0.113,7.269,34.235,5.512,0.096,60.639,0.044,,,2020-05-23,5.0
2020,May,24,106.047,90.375,79.709,1651.424,6.9,0.109,7.118,34.297,5.524,0.097,59.135,0.043,,,2020-05-24,5.0
2020,May,25,105.953,90.156,79.925,1623.035,6.9,0.112,7.099,34.355,5.535,0.094,57.949,0.041,,,2020-05-25,5.0
2020,May,26,107.703,91.688,80.122,1624.34,6.9,0.111,7.435,36.602,5.55,0.096,55.739,0.045,,,2020-05-26,5.0
2020,May,27,109.969,93.594,80.182,1763.359,6.9,0.105,7.537,38.095,5.527,0.081,58.568,0.055,,,2020-05-27,5.0
2020,May,28,110.422,93.969,80.202,1818.774,6.9,0.112,7.433,39.802,5.527,0.04,58.681,0.052,,,2020-05-28,5.0
2020,May,29,108.313,92.063,80.13,1828.034,6.9,0.116,7.436,40.282,5.543,0.012,56.867,0.052,,,2020-05-29,5.0
2020,May,30,106.906,90.938,80.205,1749.083,6.9,0.109,7.293,39.004,5.557,0.011,55.067,0.06,,,2020-05-30,5.0
2020,May,31,105.906,90.188,80.112,1647.157,6.9,0.114,7.38,36.368,5.561,0.011,54.382,0.052,,,2020-05-31,5.0
2020,Jun,1,104.797,89.188,80.414,1611.541,6.9,0.11,7.769,36.835,5.572,0.011,52.902,0.056,,,2020-06-01,6.0
2020,Jun,2,107.063,91.188,80.621,1753.043,6.9,0.105,7.959,39.458,5.569,0.011,53.324,0.062,,,2020-06-02,6.0
2020,Jun,3,109.094,92.969,81.229,1804.902,6.9,0.101,7.849,40.634,5.568,0.011,53.569,0.065,,,2020-06-03,6.0
2020,Jun,4,107.297,91.438,80.688,1851.574,6.9,0.11,7.755,41.754,5.544,0.011,56.304,0.066,,,2020-06-04,6.0
2020,Jun,5,109.172,92.906,80.744,1815.548,6.9,0.107,7.369,39.73,5.494,0.011,63.207,0.057,,,2020-06-05,6.0
2020,Jun,6,108.734,92.594,80.83,1725.975,6.9,0.101,7.053,37.444,5.405,0.011,77.956,0.053,,,2020-06-06,6.0
2020,Jun,7,103.688,88.344,80.732,1636.694,6.9,0.111,7.009,36.726,5.42,0.011,75.086,0.053,,,2020-06-07,6.0
2020,Jun,8,106.0,90.25,80.87,1627.877,6.9,0.106,7.052,35.223,5.421,0.011,75.066,0.049,,,2020-06-08,6.0
2020,Jun,9,107.875,91.906,81.467,1714.335,6.9,0.078,7.116,36.796,5.422,0.011,74.887,0.058,,,2020-06-09,6.0
2020,Jun,10,109.578,93.344,81.701,1783.389,6.9,0.063,7.08,39.354,5.424,0.011,74.71,0.064,,,2020-06-10,6.0
2020,Jun,11,110.922,94.438,81.816,1827.392,6.9,0.078,7.222,40.672,5.421,0.011,75.018,0.059,,,2020-06-11,6.0
2020,Jun,12,111.234,94.781,81.402,1799.556,6.9,0.108,7.416,42.856,5.483,0.011,66.313,0.058,,,2020-06-12,6.0
2020,Jun,13,107.359,91.5,81.216,1700.277,6.9,0.162,7.462,42.641,5.522,0.011,59.557,0.057,,,2020-06-13,6.0
2020,Jun,14,104.391,89.031,81.294,1629.413,6.9,0.183,7.441,39.761,5.533,0.011,57.873,0.053,,,2020-06-14,6.0
2020,Jun,15,106.656,91.0,81.271,1613.326,6.9,0.185,7.551,39.243,5.526,0.011,59.154,0.053,,,2020-06-15,6.0
2020,Jun,16,109.25,93.094,81.293,1681.518,6.9,0.171,7.643,41.447,5.52,0.011,59.875,0.059,,,2020-06-16,6.0
2020,Jun,17,109.828,93.656,81.373,1750.918,6.9,0.175,7.622,45.097,5.522,0.011,59.626,0.063,,,2020-06-17,6.0
2020,Jun,18,108.781,92.719,81.203,1783.359,6.9,0.16,7.003,45.281,5.504,0.011,61.947,0.065,,,2020-06-18,6.0
2020,Jun,19,111.328,94.969,81.553,1774.305,6.9,0.167,7.105,41.222,5.507,0.019,61.748,0.06,,,2020-06-19,6.0
2020,Jun,20,106.703,90.938,81.456,1746.957,6.9,0.19,7.178,39.652,5.524,0.011,59.133,0.062,,,2020-06-20,6.0
2020,Jun,21,104.188,88.625,81.484,1655.474,6.9,0.168,6.922,38.288,5.526,0.011,59.058,0.066,,,2020-06-21,6.0
2020,Jun,22,104.094,88.531,81.874,1613.038,6.9,0.166,7.271,37.606,5.528,0.011,59.032,0.062,,,2020-06-22,6.0
2020,Jun,23,109.766,93.438,81.725,1672.553,6.9,0.084,7.631,38.358,5.531,0.011,58.484,0.07,,,2020-06-23,6.0
2020,Jun,24,110.625,94.125,81.992,1731.912,6.9,0.026,7.738,39.119,5.512,0.011,60.724,0.069,,,2020-06-24,6.0
2020,Jun,25,109.891,93.406,81.942,1810.155,6.9,0.026,7.832,41.168,5.506,0.011,61.564,0.069,,,2020-06-25,6.0
2020,Jun,26,112.25,95.5,82.143,1797.002,6.9,0.03,7.668,41.007,5.529,0.011,58.958,0.069,,,2020-06-26,6.0
2020,Jun,27,106.734,90.656,82.054,1708.957,6.9,0.026,7.377,39.133,5.56,0.011,54.353,0.066,,,2020-06-27,6.0
2020,Jun,28,107.109,91.094,81.955,1605.463,6.9,0.025,7.096,36.277,5.556,0.011,55.072,0.062,,,2020-06-28,6.0
2020,Jun,29,106.922,90.844,81.518,1613.669,6.9,0.025,7.364,37.419,5.562,0.011,55.953,0.067,,,2020-06-29,6.0
2020,Jun,30,108.203,92.188,81.736,1688.058,6.9,0.025,7.705,37.372,5.555,0.011,55.17,0.066,,,2020-06-30,6.0
2020,Jul,1,111.188,94.594,81.875,1776.515,6.9,0.026,7.674,40.35,5.552,0.011,55.434,0.07,,,2020-07-01,7.0
2020,Jul,2,111.25,94.531,82.082,1822.598,6.9,0.029,7.815,41.446,5.529,0.011,58.524,0.061,,,2020-07-02,7.0
2020,Jul,3,110.125,93.469,82.182,1756.3,6.9,0.024,7.676,39.655,5.514,0.011,60.665,0.056,,,2020-07-03,7.0
2020,Jul,4,107.313,91.188,82.43,1664.908,6.9,0.023,6.938,37.639,5.514,0.011,60.585,0.054,,,2020-07-04,7.0
2020,Jul,5,104.578,88.75,82.611,1608.999,6.9,0.022,6.656,37.352,5.525,0.011,59.008,0.056,,,2020-07-05,7.0
2020,Jul,6,109.359,92.906,82.507,1620.487,6.9,0.023,7.264,37.015,5.531,0.011,58.335,0.061,,,2020-07-06,7.0
2020,Jul,7,112.672,95.813,82.725,1692.693,6.9,0.023,7.715,37.641,5.52,0.011,59.875,0.072,,,2020-07-07,7.0
2020,Jul,8,111.047,94.375,82.84,1795.097,6.9,0.023,7.789,41.031,5.514,0.011,60.584,0.071,,,2020-07-08,7.0
2020,Jul,9,108.359,91.938,82.902,1816.003,6.9,0.025,7.892,41.447,5.505,0.011,61.684,0.064,,,2020-07-09,7.0
2020,Jul,10,112.031,95.0,83.032,1784.343,6.9,0.024,7.672,39.76,5.511,0.011,61.024,0.066,,,2020-07-10,7.0
2020,Jul,11,111.906,95.031,83.38,1733.712,6.9,0.023,7.506,39.057,5.522,0.011,59.687,0.07,,,2020-07-11,7.0
2020,Jul,12,107.828,91.375,83.494,1681.712,6.9,0.023,7.318,38.517,5.528,0.011,58.829,0.067,,,2020-07-12,7.0
2020,Jul,13,107.391,91.094,83.299,1650.299,6.9,0.023,7.691,37.941,5.536,0.011,57.71,0.068,,,2020-07-13,7.0
2020,Jul,14,111.625,94.719,83.458,1734.674,6.9,0.023,7.974,39.635,5.527,0.011,58.851,0.073,,,2020-07-14,7.0
2020,Jul,15,110.5,93.75,83.278,1773.524,6.9,0.024,8.137,40.851,5.533,0.011,58.148,0.074,,,2020-07-15,7.0
2020,Jul,16,113.156,96.125,83.267,1792.961,6.9,0.023,7.973,41.223,5.519,0.011,59.78,0.064,,,2020-07-16,7.0
2020,Jul,17,109.203,92.781,83.221,1788.192,6.9,0.022,7.895,41.422,5.537,0.011,57.705,0.06,,,2020-07-17,7.0
2020,Jul,18,108.734,92.219,83.279,1734.943,6.9,0.022,7.751,39.717,5.53,0.011,58.401,0.058,,,2020-07-18,7.0
2020,Jul,19,106.578,90.438,82.988,1645.083,6.9,0.022,7.644,37.938,5.525,0.011,59.283,0.055,,,2020-07-19,7.0
2020,Jul,20,108.469,92.031,82.823,1600.25,6.9,0.022,8.561,36.793,5.536,0.011,57.895,0.055,,,2020-07-20,7.0
2020,Jul,21,107.266,91.031,82.916,1717.906,6.9,0.023,8.146,39.629,5.537,0.011,57.61,0.064,,,2020-07-21,7.0
2020,Jul,22,110.344,93.594,82.868,1777.977,6.9,0.022,8.154,41.147,5.523,0.011,59.46,0.062,,,2020-07-22,7.0
